"";"obs_id";"quote_id";"e_date";"ENB_Nr";"Country1";"Country2";"quote";"masked_quote";"cooperation";"relation"
"2775";13431;3582;1997-12-09;74;"Trinidad and Tobago";"Ukraine";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. SENDER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2776";13432;3582;1997-12-09;74;"Trinidad and Tobago";"Australia";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. SENDER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2777";13433;3582;1997-12-09;74;"Trinidad and Tobago";"Iceland";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. SENDER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2778";13434;3582;1997-12-09;74;"Tuvalu";"Russian Federation";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH SENDER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2779";13435;3582;1997-12-09;74;"Tuvalu";"Norway";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH SENDER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2780";13436;3582;1997-12-09;74;"Tuvalu";"Ukraine";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH SENDER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2781";13437;3582;1997-12-09;74;"Tuvalu";"Australia";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH SENDER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2782";13438;3582;1997-12-09;74;"Tuvalu";"Iceland";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH SENDER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;7
"2783";13439;3582;1997-12-09;74;"United Kingdom";"Russian Federation";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2784";13440;3582;1997-12-09;74;"United Kingdom";"Norway";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2785";13441;3582;1997-12-09;74;"United Kingdom";"Ukraine";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2786";13442;3582;1997-12-09;74;"United Kingdom";"Australia";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2787";13443;3582;1997-12-09;74;"United Kingdom";"Iceland";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2788";13444;3582;1997-12-09;74;"United Kingdom";"United States";"The G-77/CHINA said the proposal delayed the discussion of numbers. TRINIDAD and TOBAGO, with TUVALU, said the annexes would be problematic. The UK did not support the proposal without numbers.";"THE OTHER SAID THE PROPOSAL DELAYED THE DISCUSSION OF NUMBERS. OTHER, WITH OTHER, SAID THE ANNEXES WOULD BE PROBLEMATIC. THE UK DID NOT SUPPORT THE PROPOSAL WITHOUT NUMBERS.";0;6
"2789";15315;3194;1997-12-10;75;"Peru";"Chile";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS SENDER, TARGET AND OTHER, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2790";15316;3194;1997-12-10;75;"Peru";"Colombia";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS SENDER, OTHER AND TARGET, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2791";15317;3194;1997-12-10;75;"Chile";"Peru";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS TARGET, SENDER AND OTHER, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2792";15318;3194;1997-12-10;75;"Chile";"Colombia";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS OTHER, SENDER AND TARGET, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2793";15319;3194;1997-12-10;75;"Colombia";"Peru";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS TARGET, OTHER AND SENDER, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2794";15320;3194;1997-12-10;75;"Colombia";"Chile";"Some countries, such as PERU, CHILE and COLOMBIA, supported a clean development fund";"SOME COUNTRIES, SUCH AS OTHER, TARGET AND SENDER, SUPPORTED A CLEAN DEVELOPMENT FUND";1;4
"2795";15321;410;1997-12-10;75;"Azerbaijan";"Armenia";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"SENDER, TARGET AND OTHER SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2796";15322;410;1997-12-10;75;"Azerbaijan";"Croatia";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"SENDER, OTHER AND TARGET SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2797";15323;410;1997-12-10;75;"Armenia";"Azerbaijan";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"TARGET, SENDER AND OTHER SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2798";15324;410;1997-12-10;75;"Armenia";"Croatia";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"OTHER, SENDER AND TARGET SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2799";15325;410;1997-12-10;75;"Croatia";"Azerbaijan";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"TARGET, OTHER AND SENDER SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2800";15326;410;1997-12-10;75;"Croatia";"Armenia";"AZERBAIJAN, ARMENIA and CROATIA said difficulties in the transition to a market economy should be taken into account";"OTHER, TARGET AND SENDER SAID DIFFICULTIES IN THE TRANSITION TO A MARKET ECONOMY SHOULD BE TAKEN INTO ACCOUNT";1;4
"2801";15327;3400;1997-12-10;75;"Czech Republic";"Monaco";"The CZECH REPUBLIC and MONACO supported the EU's targets and policies and measures for achieving them.";"THE SENDER AND TARGET SUPPORTED THE OTHER'S TARGETS AND POLICIES AND MEASURES FOR ACHIEVING THEM.";1;4
"2802";15328;3400;1997-12-10;75;"Monaco";"Czech Republic";"The CZECH REPUBLIC and MONACO supported the EU's targets and policies and measures for achieving them.";"THE TARGET AND SENDER SUPPORTED THE OTHER'S TARGETS AND POLICIES AND MEASURES FOR ACHIEVING THEM.";1;4
"2803";15376;3844;1997-12-10;75;"United Arab Emirates";"Yemen";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE SENDER, TARGET AND OTHER SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2804";15377;3844;1997-12-10;75;"United Arab Emirates";"Gambia";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE SENDER, OTHER AND TARGET SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2805";15378;3844;1997-12-10;75;"Yemen";"United Arab Emirates";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE TARGET, SENDER AND OTHER SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2806";15379;3844;1997-12-10;75;"Yemen";"Gambia";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE OTHER, SENDER AND TARGET SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2807";15380;3844;1997-12-10;75;"Gambia";"United Arab Emirates";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE TARGET, OTHER AND SENDER SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2808";15381;3844;1997-12-10;75;"Gambia";"Yemen";"The UNITED ARAB EMIRATES, YEMEN and GAMBIA supported a compensation mechanism for countries that suffer economic losses under the Convention";"THE OTHER, TARGET AND SENDER SUPPORTED A COMPENSATION MECHANISM FOR COUNTRIES THAT SUFFER ECONOMIC LOSSES UNDER THE CONVENTION";1;4
"2809";15384;701;1997-12-10;75;"Bangladesh";"Burkina Faso";"BURKINA FASO, supported by BANGLADESH and UGANDA, called for a reference to an FCCC provision on taking full account of the situations of the least developed countries in Article 3";"TARGET, SUPPORTED BY SENDER AND OTHER, CALLED FOR A REFERENCE TO AN FCCC PROVISION ON TAKING FULL ACCOUNT OF THE SITUATIONS OF THE LEAST DEVELOPED COUNTRIES IN ARTICLE 3";1;2
"2810";15385;701;1997-12-10;75;"Uganda";"Burkina Faso";"BURKINA FASO, supported by BANGLADESH and UGANDA, called for a reference to an FCCC provision on taking full account of the situations of the least developed countries in Article 3";"TARGET, SUPPORTED BY OTHER AND SENDER, CALLED FOR A REFERENCE TO AN FCCC PROVISION ON TAKING FULL ACCOUNT OF THE SITUATIONS OF THE LEAST DEVELOPED COUNTRIES IN ARTICLE 3";1;2
"2811";15386;701;1997-12-10;75;"Bangladesh";"Uganda";"BURKINA FASO, supported by BANGLADESH and UGANDA, called for a reference to an FCCC provision on taking full account of the situations of the least developed countries in Article 3";"OTHER, SUPPORTED BY SENDER AND TARGET, CALLED FOR A REFERENCE TO AN FCCC PROVISION ON TAKING FULL ACCOUNT OF THE SITUATIONS OF THE LEAST DEVELOPED COUNTRIES IN ARTICLE 3";1;4
"2812";15387;701;1997-12-10;75;"Uganda";"Bangladesh";"BURKINA FASO, supported by BANGLADESH and UGANDA, called for a reference to an FCCC provision on taking full account of the situations of the least developed countries in Article 3";"OTHER, SUPPORTED BY TARGET AND SENDER, CALLED FOR A REFERENCE TO AN FCCC PROVISION ON TAKING FULL ACCOUNT OF THE SITUATIONS OF THE LEAST DEVELOPED COUNTRIES IN ARTICLE 3";1;4
"2813";15404;2083;1998-06-04;79;"Uruguay";"Nicaragua";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS SENDER, TARGET AND OTHER, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2814";15405;2083;1998-06-04;79;"Uruguay";"Saudi Arabia";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS SENDER, OTHER AND TARGET, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2815";15406;2083;1998-06-04;79;"Nicaragua";"Uruguay";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS TARGET, SENDER AND OTHER, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2816";15407;2083;1998-06-04;79;"Nicaragua";"Saudi Arabia";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS OTHER, SENDER AND TARGET, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2817";15408;2083;1998-06-04;79;"Saudi Arabia";"Uruguay";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS TARGET, OTHER AND SENDER, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2818";15409;2083;1998-06-04;79;"Saudi Arabia";"Nicaragua";"Many speakers, such as URUGUAY, NICARAGUA and SAUDI ARABIA, cautioned against straying from the ultimate objective of the Convention and spending an inordinate amount of time discussing cooperative mechanisms, which only serve selected countrie";"MANY SPEAKERS, SUCH AS OTHER, TARGET AND SENDER, CAUTIONED AGAINST STRAYING FROM THE ULTIMATE OBJECTIVE OF THE CONVENTION AND SPENDING AN INORDINATE AMOUNT OF TIME DISCUSSING COOPERATIVE MECHANISMS, WHICH ONLY SERVE SELECTED COUNTRIE";1;4
"2819";15467;1111;1998-06-04;79;"Colombia";"Venezuela";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"SENDER AND TARGET RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH OTHER, ACCORD WITH HOST COUNTRY WISHES.";1;4
"2820";15468;1111;1998-06-04;79;"Venezuela";"Colombia";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"TARGET AND SENDER RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH OTHER, ACCORD WITH HOST COUNTRY WISHES.";1;4
"2821";15469;1111;1998-06-04;79;"Colombia";"Costa Rica";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"SENDER AND OTHER RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH TARGET, ACCORD WITH HOST COUNTRY WISHES.";1;3
"2822";15470;1111;1998-06-04;79;"Venezuela";"Costa Rica";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"OTHER AND SENDER RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH TARGET, ACCORD WITH HOST COUNTRY WISHES.";1;3
"2823";15471;1111;1998-06-04;79;"Costa Rica";"Colombia";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"TARGET AND OTHER RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH SENDER, ACCORD WITH HOST COUNTRY WISHES.";1;3
"2824";15472;1111;1998-06-04;79;"Costa Rica";"Venezuela";"COLOMBIA and VENEZUELA recommended that CDM projects, inter alia, produce real emissions reductions and, with COSTA RICA, accord with host country wishes.";"OTHER AND TARGET RECOMMENDED THAT CDM PROJECTS, INTER ALIA, PRODUCE REAL EMISSIONS REDUCTIONS AND, WITH SENDER, ACCORD WITH HOST COUNTRY WISHES.";1;3
"2825";15499;3165;1998-06-04;79;"Burkina Faso";"Nigeria";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS SENDER, TARGET AND THE OTHER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2826";15500;3165;1998-06-04;79;"Burkina Faso";"Central African Republic";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS SENDER, OTHER AND THE TARGET, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2827";15501;3165;1998-06-04;79;"Nigeria";"Burkina Faso";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS TARGET, SENDER AND THE OTHER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2828";15502;3165;1998-06-04;79;"Nigeria";"Central African Republic";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS OTHER, SENDER AND THE TARGET, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2829";15503;3165;1998-06-04;79;"Central African Republic";"Burkina Faso";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS TARGET, OTHER AND THE SENDER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2830";15504;3165;1998-06-04;79;"Central African Republic";"Nigeria";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS OTHER, TARGET AND THE SENDER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";1;4
"2831";15506;3165;1998-06-04;79;"Burkina Faso";"South Africa";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS SENDER, OTHER AND THE OTHER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";0;7
"2832";15508;3165;1998-06-04;79;"Nigeria";"South Africa";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS OTHER, SENDER AND THE OTHER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";0;7
"2833";15510;3165;1998-06-04;79;"Central African Republic";"South Africa";"Several countries, such as BURKINA FASO, NIGERIA and the CENTRAL AFRICAN REPUBLIC, stressed the need to wait until the end of the AIJ pilot phase before drawing conclusions on its viability.";"SEVERAL COUNTRIES, SUCH AS OTHER, OTHER AND THE SENDER, STRESSED THE NEED TO WAIT UNTIL THE END OF THE AIJ PILOT PHASE BEFORE DRAWING CONCLUSIONS ON ITS VIABILITY.";0;7
"2834";15725;4017;1998-06-04;79;"United States";"Australia";"The US, AUSTRALIA and the EU urged Parties to prioritize observatory systems and highlighted the deteriorating conditions of the systems in use";"THE SENDER, TARGET AND THE OTHER URGED PARTIES TO PRIORITIZE OBSERVATORY SYSTEMS AND HIGHLIGHTED THE DETERIORATING CONDITIONS OF THE SYSTEMS IN USE";1;4
"2835";15727;4017;1998-06-04;79;"Australia";"United States";"The US, AUSTRALIA and the EU urged Parties to prioritize observatory systems and highlighted the deteriorating conditions of the systems in use";"THE TARGET, SENDER AND THE OTHER URGED PARTIES TO PRIORITIZE OBSERVATORY SYSTEMS AND HIGHLIGHTED THE DETERIORATING CONDITIONS OF THE SYSTEMS IN USE";1;4
"2836";15733;4084;1998-06-04;79;"Japan";"United States";"The US, supported by JAPAN and the EU, called for collaboration with ICAO and IMO specifically in studies on bunker emissions.";"THE TARGET, SUPPORTED BY SENDER AND THE OTHER, CALLED FOR COLLABORATION WITH ICAO AND IMO SPECIFICALLY IN STUDIES ON BUNKER EMISSIONS.";1;2
"2837";15737;3191;1998-06-04;79;"Marshall Islands";"Saudi Arabia";"Some Parties, including the MARSHALL ISLANDS, SAUDI ARABIA and the G-77/CHINA, objected to the establishment of an intergovernmental body on economic instruments since this work is currently being done by IPCC Working Group 3, and suggested tha";"SOME PARTIES, INCLUDING THE SENDER, TARGET AND THE OTHER, OBJECTED TO THE ESTABLISHMENT OF AN INTERGOVERNMENTAL BODY ON ECONOMIC INSTRUMENTS SINCE THIS WORK IS CURRENTLY BEING DONE BY IPCC WORKING GROUP 3, AND SUGGESTED THA";1;4
"2838";15739;3191;1998-06-04;79;"Saudi Arabia";"Marshall Islands";"Some Parties, including the MARSHALL ISLANDS, SAUDI ARABIA and the G-77/CHINA, objected to the establishment of an intergovernmental body on economic instruments since this work is currently being done by IPCC Working Group 3, and suggested tha";"SOME PARTIES, INCLUDING THE TARGET, SENDER AND THE OTHER, OBJECTED TO THE ESTABLISHMENT OF AN INTERGOVERNMENTAL BODY ON ECONOMIC INSTRUMENTS SINCE THIS WORK IS CURRENTLY BEING DONE BY IPCC WORKING GROUP 3, AND SUGGESTED THA";1;4
"2839";15751;700;1998-06-05;80;"Burkina Faso";"Thailand";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"SENDER, TARGET, AND OTHER CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
"2840";15752;700;1998-06-05;80;"Burkina Faso";"Azerbaijan";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"SENDER, OTHER, AND TARGET CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
"2841";15753;700;1998-06-05;80;"Thailand";"Burkina Faso";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"TARGET, SENDER, AND OTHER CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
"2842";15754;700;1998-06-05;80;"Thailand";"Azerbaijan";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"OTHER, SENDER, AND TARGET CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
"2843";15755;700;1998-06-05;80;"Azerbaijan";"Burkina Faso";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"TARGET, OTHER, AND SENDER CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
"2844";15756;700;1998-06-05;80;"Azerbaijan";"Thailand";"BURKINA FASO, THAILAND, and AZERBAIJAN called for translations of guidelines";"OTHER, TARGET, AND SENDER CALLED FOR TRANSLATIONS OF GUIDELINES";1;4
